כותרת,תנועה,מנה,"ס""ת",ח-ן נגדי,מפתח חשבון,ספק תקין ,שם חשבון נגדי,ת.אסמכ,ת.ערך,תאריך 3,אסמ',אסמ'2,פרטים,תמחיר,חובה / זכות (שקל),מפתח חשבון,שם חשבון,קוד מיון,שם קוד מיון
820420,1781273,1138,,37999,30696,"סופר פארם בע""מ",ספקים לשלם +לקבל חשבונית,31/05/2025,31/05/2025,30/06/2025,0,252092985,סופרפארם פרסום במאסטר עלוך מאי ב כללי מאי 2025,,-15450,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
820423,1781279,1138,,37999,30696,"סופר פארם בע""מ",ספקים לשלם +לקבל חשבונית,31/05/2025,31/05/2025,30/06/2025,0,252092972,סופרפארם פרסום במאסטר אינסרט מאי א כולל לאישה כללי מאי 2025,,-10900,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
820424,1781281,1138,,37999,30696,"סופר פארם בע""מ",ספקים לשלם +לקבל חשבונית,31/05/2025,31/05/2025,30/06/2025,0,252092827,סופרפארם מימוש מבצע כללי מאי ב 2025,,-28492.93,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
820434,1781299,1138,,37999,30696,"סופר פארם בע""מ",ספקים לשלם +לקבל חשבונית,31/05/2025,31/05/2025,30/06/2025,0,252092872,סופר פארם מימוש מבצע אונלייך כללי מאי 2025,,-3722.25,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
820435,1781301,1138,,37999,30696,"סופר פארם בע""מ",ספקים לשלם +לקבל חשבונית,31/05/2025,31/05/2025,30/06/2025,0,252092819,סופר פארם מימוש מבצע כללי מאי א 2025,,-6789.2,50041,הוצאות שיווק סיטונאות,804,שיווק סופרפארם
814873,1767960,1096,,37999,30452,"סטודנט גרופ ס.ג בע""מ",ספקים לשלם +לקבל חשבונית,30/04/2025,30/04/2025,14/05/2025,0,,סטודנט 04.25,,-1889.01,50019,"הוצאות שת""פ",805,שיווק
814874,1767963,1096,,37999,30452,"סטודנט גרופ ס.ג בע""מ",ספקים לשלם +לקבל חשבונית,04/05/2025,04/05/2025,14/05/2025,0,11526,סטודנט 04.25,,1889.01,50019,"הוצאות שת""פ",805,שיווק
815491,1769243,1131,,37999,30452,"סטודנט גרופ ס.ג בע""מ",ספקים לשלם +לקבל חשבונית,31/05/2025,31/05/2025,15/06/2025,11538,0,סטודנט גרופ,,-1319,50019,"הוצאות שת""פ",805,שיווק
815333,1768957,1106,,37999,20122,עומר להט,ספקים לשלם +לקבל חשבונית,31/01/2025,31/01/2025,28/05/2025,0,0,עומר להט 01.25,,-8000,80032,הוצאות רטיינרים שיווק,805,שיווק
815334,1768960,1106,,37999,20122,עומר להט,ספקים לשלם +לקבל חשבונית,01/02/2025,01/02/2025,28/05/2025,0,0,עומר להט 01.25,,8000,80032,הוצאות רטיינרים שיווק,805,שיווק
815337,1768964,9997,,50028,30780,ענבר בן חור,הוצאות הובלה,27/02/2025,27/02/2025,27/02/2025,0,400039,ספירות במחסן - שעתי,,322,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
815268,1768853,1102,,37999,30789,"פזמ שיווק ופרסום בע""מ",ספקים לשלם +לקבל חשבונית,28/02/2025,28/02/2025,25/05/2025,0,0,פזמ 02.2025,,-20000,37126,הוצאות הפקה,805,שיווק
815269,1768855,1102,,37999,30789,"פזמ שיווק ופרסום בע""מ",ספקים לשלם +לקבל חשבונית,28/02/2025,28/02/2025,25/05/2025,0,0,פזמ 03.2025,,-20000,37126,הוצאות הפקה,805,שיווק
810024,1756013,9997,,50012,37068,"פולסים בע""מ -50012-הוצ' אימייל מרקטינג",הוצאות אימייל מרקטינג,31/01/2025,31/01/2025,23/04/2025,0,0,פולסים 01.25,,1239,80044,הוצאות דיוור סמס,805,שיווק
810023,1756012,9997,,50012,37068,"פולסים בע""מ -50012-הוצ' אימייל מרקטינג",הוצאות אימייל מרקטינג,04/03/2025,04/03/2025,04/03/2025,0,47865,"פולסים בע""מ 02.25",,621.84,80044,הוצאות דיוור סמס,805,שיווק
810025,1756014,9997,,50012,37068,"פולסים בע""מ -50012-הוצ' אימייל מרקטינג",הוצאות אימייל מרקטינג,31/03/2025,31/03/2025,23/04/2025,0,0,פולסים 03.25,,1866,80044,הוצאות דיוור סמס,805,שיווק
809869,1755704,1086,,37999,37068,"פולסים בע""מ -50012-הוצ' אימייל מרקטינג",ספקים לשלם +לקבל חשבונית,31/01/2025,31/01/2025,23/04/2025,0,0,פולסים 01.25,,-1239,80044,הוצאות דיוור סמס,805,שיווק
809870,1755707,1086,,37999,37068,"פולסים בע""מ -50012-הוצ' אימייל מרקטינג",ספקים לשלם +לקבל חשבונית,15/02/2025,15/02/2025,23/04/2025,0,0,פולסים 01.25,,1239,80044,הוצאות דיוור סמס,805,שיווק
809871,1755708,1086,,37999,37068,"פולסים בע""מ -50012-הוצ' אימייל מרקטינג",ספקים לשלם +לקבל חשבונית,28/02/2025,28/02/2025,23/04/2025,0,0,פולסים 02.25,,-624,80044,הוצאות דיוור סמס,805,שיווק
809898,1755758,9997,,37999,37068,"פולסים בע""מ -50012-הוצ' אימייל מרקטינג",ספקים לשלם +לקבל חשבונית,04/03/2025,04/03/2025,04/03/2025,0,0,פולסים 02.25,,624,80044,הוצאות דיוור סמס,805,שיווק
809872,1755710,1086,,37999,37068,"פולסים בע""מ -50012-הוצ' אימייל מרקטינג",ספקים לשלם +לקבל חשבונית,31/03/2025,31/03/2025,23/04/2025,0,0,פולסים 03.25,,-1866,80044,הוצאות דיוור סמס,805,שיווק
810024,1756016,9997,,80044,37068,"פולסים בע""מ -50012-הוצ' אימייל מרקטינג",הוצאות דיוור סמס,31/01/2025,31/01/2025,23/04/2025,0,0,פולסים 01.25,,-1239,50012,הוצאות אימייל מרקטינג,805,שיווק
810023,1756015,9997,,80044,37068,"פולסים בע""מ -50012-הוצ' אימייל מרקטינג",הוצאות דיוור סמס,04/03/2025,04/03/2025,04/03/2025,0,47865,"פולסים בע""מ 02.25",,-621.84,50012,הוצאות אימייל מרקטינג,805,שיווק
810025,1756017,9997,,80044,37068,"פולסים בע""מ -50012-הוצ' אימייל מרקטינג",הוצאות דיוור סמס,31/03/2025,31/03/2025,23/04/2025,0,0,פולסים 03.25,,-1866,50012,הוצאות אימייל מרקטינג,805,שיווק
814907,1768019,1096,,37999,37068,"פולסים בע""מ -50012-הוצ' אימייל מרקטינג",ספקים לשלם +לקבל חשבונית,30/04/2025,30/04/2025,14/05/2025,0,44582,פולסים 04.2025,,-1839.98,50012,הוצאות אימייל מרקטינג,805,שיווק
815271,1768858,1102,,37999,30789,"פזמ שיווק ופרסום בע""מ",ספקים לשלם +לקבל חשבונית,15/05/2025,15/05/2025,25/05/2025,0,500976,פזמ 02+03.25,,40000,37126,הוצאות הפקה,805,שיווק
814892,1767997,1096,,37999,20097,"פיי פלוס בע""מ",ספקים לשלם +לקבל חשבונית,31/01/2025,31/01/2025,14/05/2025,0,0,פייפלוס 01.25,,-3185.13,80038,הוצאות ספקי אתר,801,מכירות
814896,1768000,1096,,37999,20097,"פיי פלוס בע""מ",ספקים לשלם +לקבל חשבונית,01/02/2025,01/02/2025,14/05/2025,0,227681,פייפלוס 01.25,,3185.13,80038,הוצאות ספקי אתר,801,מכירות
814897,1768001,1096,,37999,20097,"פיי פלוס בע""מ",ספקים לשלם +לקבל חשבונית,28/02/2025,28/02/2025,14/05/2025,0,0,פייפלוס 02.25,,-3206.57,80038,הוצאות ספקי אתר,801,מכירות
814898,1768004,1096,,37999,20097,"פיי פלוס בע""מ",ספקים לשלם +לקבל חשבונית,01/03/2025,01/03/2025,14/05/2025,0,233943,פייפלוס 02.25,,3206.57,80038,הוצאות ספקי אתר,801,מכירות
814899,1768005,1096,,37999,20097,"פיי פלוס בע""מ",ספקים לשלם +לקבל חשבונית,31/03/2025,31/03/2025,14/05/2025,0,0,פייפלוס 03.25,,-3373.53,80038,הוצאות ספקי אתר,801,מכירות
814900,1768008,1096,,37999,20097,"פיי פלוס בע""מ",ספקים לשלם +לקבל חשבונית,01/04/2025,01/04/2025,14/05/2025,0,245263,פייפלוס 03.25,,3373.53,80038,הוצאות ספקי אתר,801,מכירות
814901,1768009,1096,,37999,20097,"פיי פלוס בע""מ",ספקים לשלם +לקבל חשבונית,30/04/2025,30/04/2025,14/05/2025,0,0,פייפלוס 04.25,,-5485.47,80038,הוצאות ספקי אתר,801,מכירות
814902,1768012,1096,,37999,20097,"פיי פלוס בע""מ",ספקים לשלם +לקבל חשבונית,01/05/2025,01/05/2025,14/05/2025,0,251846,פייפלוס 04.25,,5485.47,80038,הוצאות ספקי אתר,801,מכירות
820438,1781307,1138,,37999,20097,"פיי פלוס בע""מ",ספקים לשלם +לקבל חשבונית,31/05/2025,31/05/2025,30/06/2025,0,258891,פאי פלוס 05.25,,-5619.86,80038,הוצאות ספקי אתר,801,מכירות
806487,1747463,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,,139,פלנט -Modibodi UK,,2637.51,50028,הוצאות הובלה,802,משרד
806489,1747465,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,140,369911448,Modibodi UK Ltd,,8085.12,50028,הוצאות הובלה,802,משרד
806488,1747464,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,19/01/2025,19/01/2025,19/02/2025,244,366417101,Modibodi UK Ltd,,17326.02,50028,הוצאות הובלה,802,משרד
815339,1768970,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,31/01/2025,31/01/2025,31/01/2025,0,412500555,"קונטרם חייב מע""מ",,-546.15,50028,הוצאות הובלה,802,משרד
815337,1768968,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,27/02/2025,27/02/2025,27/02/2025,0,400039,ספירות במחסן - שעתי,,-322,50028,הוצאות הובלה,802,משרד
806494,1747488,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,06/01/2025,06/01/2025,19/02/2025,0,369911448,Modibodi UK Ltd,,-89,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806511,1747505,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,06/01/2025,06/01/2025,19/02/2025,0,369911448,Modibodi UK Ltd,,89,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806492,1747486,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,13/01/2025,13/01/2025,19/02/2025,0,366417101,Modibodi UK Ltd,,-89,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806512,1747506,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,13/01/2025,13/01/2025,19/02/2025,140,369911448,Modibodi UK Ltd,,2177.94,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806509,1747503,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,13/01/2025,13/01/2025,19/02/2025,0,366417101,Modibodi UK Ltd,,89,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806506,1747500,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,13/01/2025,13/01/2025,19/02/2025,140,369911448,Modibodi UK Ltd,,8085.12,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806489,1747469,9997,,50028,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות הובלה,13/01/2025,13/01/2025,19/02/2025,140,369911448,Modibodi UK Ltd,,-8085.12,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806495,1747489,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,13/01/2025,13/01/2025,19/02/2025,140,369911448,Modibodi UK Ltd,,-2177.94,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806493,1747487,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,19/01/2025,19/01/2025,19/02/2025,244,366417101,Modibodi UK Ltd,,-3519.72,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806505,1747499,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,19/01/2025,19/01/2025,19/02/2025,244,366417101,Modibodi UK Ltd,,17326.02,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806510,1747504,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,19/01/2025,19/01/2025,19/02/2025,244,366417101,Modibodi UK Ltd,,3519.72,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806488,1747468,9997,,50028,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות הובלה,19/01/2025,19/01/2025,19/02/2025,244,366417101,Modibodi UK Ltd,,-17326.02,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806513,1747507,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,18/02/2025,18/02/2025,23/03/2025,372675678,412500807,פלאנט הוצ' 18.02.25,,16401.8,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806496,1747490,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,18/02/2025,18/02/2025,23/03/2025,372675678,412500807,פלאנט הוצ' 18.02.25,,-16401.8,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806515,1747509,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,20/03/2025,20/03/2025,23/03/2025,376648918,412501465,פלאנט הוצ' 20.03.25,,5646.93,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806518,1747512,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,20/03/2025,20/03/2025,23/03/2025,375706827,412501466,פלאנט הוצ' 20.03.25,,15551.99,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806501,1747495,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,20/03/2025,20/03/2025,23/03/2025,375706827,412501466,פלאנט הוצ' 20.03.25,,-15551.99,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806498,1747492,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,20/03/2025,20/03/2025,23/03/2025,376648918,412501465,פלאנט הוצ' 20.03.25,,-5646.93,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806497,1747491,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,05/02/2025,05/02/2025,23/03/2025,0,372675678,פלאנט רשומון 18.02.25,,-89,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806514,1747508,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,05/02/2025,05/02/2025,23/03/2025,0,372675678,פלאנט רשומון 18.02.25,,89,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806499,1747493,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,17/03/2025,17/03/2025,23/03/2025,0,376648918,פלאנט רשומון 20.03.25,,-89,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806500,1747494,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,17/03/2025,17/03/2025,23/03/2025,375706827,375706827,פלאנט רשומון 20.03.25,,-89,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806517,1747511,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,17/03/2025,17/03/2025,23/03/2025,375706827,375706827,פלאנט רשומון 20.03.25,,89,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806516,1747510,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,17/03/2025,17/03/2025,23/03/2025,0,376648918,פלאנט רשומון 20.03.25,,89,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806502,1747496,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,19/01/2025,19/01/2025,23/02/2025,0,236,"פלאנט שילוח ולוגיסטיקה בע""מ",,-1107.52,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806519,1747513,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,19/01/2025,19/01/2025,23/02/2025,0,236,"פלאנט שילוח ולוגיסטיקה בע""מ",,1107.52,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806294,1747072,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,19/01/2025,19/01/2025,23/02/2025,0,236,"פלאנט שילוח ולוגיסטיקה בע""מ",,1107.52,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806507,1747501,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,06/01/2025,06/01/2025,19/02/2025,0,372672481,פלנט -Modibodi UK,,89,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806490,1747484,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,06/01/2025,06/01/2025,19/02/2025,0,372672481,פלנט -Modibodi UK,,-89,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806491,1747485,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,13/01/2025,13/01/2025,19/02/2025,0,139,פלנט -Modibodi UK,,-1320.65,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806487,1747467,9997,,50028,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות הובלה,13/01/2025,13/01/2025,19/02/2025,,139,פלנט -Modibodi UK,,-2637.51,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806508,1747502,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,13/01/2025,13/01/2025,19/02/2025,0,139,פלנט -Modibodi UK,,1320.65,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806504,1747498,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,13/01/2025,13/01/2025,19/02/2025,,139,פלנט -Modibodi UK,,2637.51,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
815339,1768966,9997,,50028,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות הובלה,31/01/2025,31/01/2025,31/01/2025,0,412500555,"קונטרם חייב מע""מ",,546.15,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806503,1747497,9997,,45003,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות יבוא,31/01/2025,31/01/2025,31/01/2025,0,412500555,"קונטרם חייב מע""מ",,-546.15,45010,הוצאות משלוחים והובלות,806,לוגיסטיקה
806494,1747474,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,06/01/2025,06/01/2025,19/02/2025,0,369911448,Modibodi UK Ltd,,89,45003,הוצאות יבוא סחורות,800,עלות המכר
806507,1747517,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,06/01/2025,06/01/2025,19/02/2025,0,372672481,פלנט -Modibodi UK,,-89,45003,הוצאות יבוא סחורות,800,עלות המכר
806511,1747521,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,06/01/2025,06/01/2025,19/02/2025,0,369911448,Modibodi UK Ltd,,-89,45003,הוצאות יבוא סחורות,800,עלות המכר
806490,1747470,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,06/01/2025,06/01/2025,19/02/2025,0,372672481,פלנט -Modibodi UK,,89,45003,הוצאות יבוא סחורות,800,עלות המכר
806491,1747471,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,0,139,פלנט -Modibodi UK,,1320.65,45003,הוצאות יבוא סחורות,800,עלות המכר
806508,1747518,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,0,139,פלנט -Modibodi UK,,-1320.65,45003,הוצאות יבוא סחורות,800,עלות המכר
806509,1747519,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,0,366417101,Modibodi UK Ltd,,-89,45003,הוצאות יבוא סחורות,800,עלות המכר
806504,1747514,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,,139,פלנט -Modibodi UK,,-2637.51,45003,הוצאות יבוא סחורות,800,עלות המכר
806506,1747516,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,140,369911448,Modibodi UK Ltd,,-8085.12,45003,הוצאות יבוא סחורות,800,עלות המכר
806495,1747475,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,140,369911448,Modibodi UK Ltd,,2177.94,45003,הוצאות יבוא סחורות,800,עלות המכר
806492,1747472,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,0,366417101,Modibodi UK Ltd,,89,45003,הוצאות יבוא סחורות,800,עלות המכר
806512,1747522,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,13/01/2025,13/01/2025,19/02/2025,140,369911448,Modibodi UK Ltd,,-2177.94,45003,הוצאות יבוא סחורות,800,עלות המכר
806510,1747520,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,19/01/2025,19/01/2025,19/02/2025,244,366417101,Modibodi UK Ltd,,-3519.72,45003,הוצאות יבוא סחורות,800,עלות המכר
806519,1747529,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,19/01/2025,19/01/2025,23/02/2025,0,236,"פלאנט שילוח ולוגיסטיקה בע""מ",,-1107.52,45003,הוצאות יבוא סחורות,800,עלות המכר
806493,1747473,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,19/01/2025,19/01/2025,19/02/2025,244,366417101,Modibodi UK Ltd,,3519.72,45003,הוצאות יבוא סחורות,800,עלות המכר
806505,1747515,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,19/01/2025,19/01/2025,19/02/2025,244,366417101,Modibodi UK Ltd,,-17326.02,45003,הוצאות יבוא סחורות,800,עלות המכר
806502,1747482,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,19/01/2025,19/01/2025,23/02/2025,0,236,"פלאנט שילוח ולוגיסטיקה בע""מ",,1107.52,45003,הוצאות יבוא סחורות,800,עלות המכר
806294,1747073,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,19/01/2025,19/01/2025,23/02/2025,0,236,"פלאנט שילוח ולוגיסטיקה בע""מ",,-1107.52,45003,הוצאות יבוא סחורות,800,עלות המכר
806503,1747483,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,31/01/2025,31/01/2025,31/01/2025,0,412500555,"קונטרם חייב מע""מ",,546.15,45003,הוצאות יבוא סחורות,800,עלות המכר
806497,1747477,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,05/02/2025,05/02/2025,23/03/2025,0,372675678,פלאנט רשומון 18.02.25,,89,45003,הוצאות יבוא סחורות,800,עלות המכר
806514,1747524,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,05/02/2025,05/02/2025,23/03/2025,0,372675678,פלאנט רשומון 18.02.25,,-89,45003,הוצאות יבוא סחורות,800,עלות המכר
806513,1747523,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,18/02/2025,18/02/2025,23/03/2025,372675678,412500807,פלאנט הוצ' 18.02.25,,-16401.8,45003,הוצאות יבוא סחורות,800,עלות המכר
806496,1747476,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,18/02/2025,18/02/2025,23/03/2025,372675678,412500807,פלאנט הוצ' 18.02.25,,16401.8,45003,הוצאות יבוא סחורות,800,עלות המכר
806499,1747479,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,17/03/2025,17/03/2025,23/03/2025,0,376648918,פלאנט רשומון 20.03.25,,89,45003,הוצאות יבוא סחורות,800,עלות המכר
806500,1747480,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,17/03/2025,17/03/2025,23/03/2025,375706827,375706827,פלאנט רשומון 20.03.25,,89,45003,הוצאות יבוא סחורות,800,עלות המכר
806516,1747526,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,17/03/2025,17/03/2025,23/03/2025,0,376648918,פלאנט רשומון 20.03.25,,-89,45003,הוצאות יבוא סחורות,800,עלות המכר
806517,1747527,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,17/03/2025,17/03/2025,23/03/2025,375706827,375706827,פלאנט רשומון 20.03.25,,-89,45003,הוצאות יבוא סחורות,800,עלות המכר
806515,1747525,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,20/03/2025,20/03/2025,23/03/2025,376648918,412501465,פלאנט הוצ' 20.03.25,,-5646.93,45003,הוצאות יבוא סחורות,800,עלות המכר
806518,1747528,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,20/03/2025,20/03/2025,23/03/2025,375706827,412501466,פלאנט הוצ' 20.03.25,,-15551.99,45003,הוצאות יבוא סחורות,800,עלות המכר
806501,1747481,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,20/03/2025,20/03/2025,23/03/2025,375706827,412501466,פלאנט הוצ' 20.03.25,,15551.99,45003,הוצאות יבוא סחורות,800,עלות המכר
806498,1747478,9997,,45010,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",הוצאות משלוחים והובלות,20/03/2025,20/03/2025,23/03/2025,376648918,412501465,פלאנט הוצ' 20.03.25,,5646.93,45003,הוצאות יבוא סחורות,800,עלות המכר
814988,1768162,1097,,37999,20035,"פלאנט שילוח ולוגיסטיקה בע""מ",ספקים לשלם +לקבל חשבונית,28/02/2025,28/02/2025,25/05/2025,0,412502187,פלאנט הוצ' שילוח עבור 6493-02.2025,,-15073.06,45003,הוצאות יבוא סחורות,800,עלות המכר
